,product,title ,rating,body
166,"pTron Studio Over Ear Bluetooth 5.0 Wireless Headphones with Mic, Hi-Fi Sound with Deep Bass, 12Hrs Playback, Ergonomic & Lightweight Wireless Headset, Soft Cushions Earpads, Aux Port - (Black)",It is a good product,4.0,I am not able to connect it to my ASUS laptop through Bluetooth. Also a detailed instruction manual would be really helpful in understanding the working of the product. It is lightweight and good sound.
167,"pTron Studio Over Ear Bluetooth 5.0 Wireless Headphones with Mic, Hi-Fi Sound with Deep Bass, 12Hrs Playback, Ergonomic & Lightweight Wireless Headset, Soft Cushions Earpads, Aux Port - (Black)",Experience was good but Bluetooth connectivity with laptop took more time.,5.0,Overall experience was good. Bluetooth connectivity with laptop took time due to existing pairing with mobile. It can be paired with one device at a time. Had to remove pairing from my mobile after which it was successfully paired with laptop.
168,"pTron Studio Over Ear Bluetooth 5.0 Wireless Headphones with Mic, Hi-Fi Sound with Deep Bass, 12Hrs Playback, Ergonomic & Lightweight Wireless Headset, Soft Cushions Earpads, Aux Port - (Black)",Great for casual use.,5.0,Great product. Good sound. Very good mic. Best for casual listeners not for really heavy use. Battery lasts for all day for me. With aux cable it just works superb.Some lag in bluetooth while talking.Build quality could have been better.But overall best product at this price range.
169,"pTron Studio Over Ear Bluetooth 5.0 Wireless Headphones with Mic, Hi-Fi Sound with Deep Bass, 12Hrs Playback, Ergonomic & Lightweight Wireless Headset, Soft Cushions Earpads, Aux Port - (Black)",Best Purchase,5.0,This Wireless Bluetooth Headphones has High bass which delivers each n every music details crystal clear. It is super comfortable to wear and stay on the head while I am working out in the gym. I am super impressed with this headphone performance and i will recommend for music lovers.
170,"pTron Studio Over Ear Bluetooth 5.0 Wireless Headphones with Mic, Hi-Fi Sound with Deep Bass, 12Hrs Playback, Ergonomic & Lightweight Wireless Headset, Soft Cushions Earpads, Aux Port - (Black)",Unsatisfactory product,1.0,"Even though it initially worked well, within a month of  purchase it stopped working. The aux did not connect. One of the ear pads came off. Overall an unsatisfactory product"
171,"pTron Studio Over Ear Bluetooth 5.0 Wireless Headphones with Mic, Hi-Fi Sound with Deep Bass, 12Hrs Playback, Ergonomic & Lightweight Wireless Headset, Soft Cushions Earpads, Aux Port - (Black)","Great sound, premium quality & Bluetooth connectivity",5.0,"Hands down the best head phones I’ve got till date. The sound quality is amazing and the fit is really comfortable sponge padding  around your head and ear. Bluetooth connectivity is really fast too. Adjustable, durable and premium quality. I really liked it and I use it for my drum class as well as work calls! 👍🏻"
172,"pTron Studio Over Ear Bluetooth 5.0 Wireless Headphones with Mic, Hi-Fi Sound with Deep Bass, 12Hrs Playback, Ergonomic & Lightweight Wireless Headset, Soft Cushions Earpads, Aux Port - (Black)",More than expected...  ♥,5.0,This headphones  are made for me...  It working with Noise cancellation  along with Studio sound..  You can hear bomb dropping sound..  Effect is quite impressive  😍 ♥
173,"pTron Studio Over Ear Bluetooth 5.0 Wireless Headphones with Mic, Hi-Fi Sound with Deep Bass, 12Hrs Playback, Ergonomic & Lightweight Wireless Headset, Soft Cushions Earpads, Aux Port - (Black)",Good product,5.0,After my friend recommended me I purchased this headphone from amazon firstly it was creating connecting issues but it's been 3 months it's working superbly fine with good battery backup and Bluetooth connectivity range is also very good. Sound quality is also good as it has noise cancellation best in this range.
174,"pTron Studio Over Ear Bluetooth 5.0 Wireless Headphones with Mic, Hi-Fi Sound with Deep Bass, 12Hrs Playback, Ergonomic & Lightweight Wireless Headset, Soft Cushions Earpads, Aux Port - (Black)",Paisa Wasool.. Cheap and best!,4.0,Courier packaging was ordinary not good at all and USB Cable not good. But product is awesome andSuperb Sound Quality👍 it's paisa wasool product.
175,"pTron Studio Over Ear Bluetooth 5.0 Wireless Headphones with Mic, Hi-Fi Sound with Deep Bass, 12Hrs Playback, Ergonomic & Lightweight Wireless Headset, Soft Cushions Earpads, Aux Port - (Black)",Not worthy go for other,2.0,Axe cable is not worthy lack of audio... if buy this ur ear are been damage ❌❌❌💦. If ur in  one point of sound  the audio is so loud  😪 .the battery is not ok its only 2hrs of payback time
176,"pTron Studio Over Ear Bluetooth 5.0 Wireless Headphones with Mic, Hi-Fi Sound with Deep Bass, 12Hrs Playback, Ergonomic & Lightweight Wireless Headset, Soft Cushions Earpads, Aux Port - (Black)",Worst battery back up and blue tooth,1.0,Sound is ok but I purchased because of Bluetooth but battery back up is not coming so Bluetooth not working and customer care is so pathetic
177,"pTron Studio Over Ear Bluetooth 5.0 Wireless Headphones with Mic, Hi-Fi Sound with Deep Bass, 12Hrs Playback, Ergonomic & Lightweight Wireless Headset, Soft Cushions Earpads, Aux Port - (Black)",Good,5.0,Price worth ans good price for headphones. Looks good too. Nice packaging. Worth it! Highly recommended
178,"pTron Studio Over Ear Bluetooth 5.0 Wireless Headphones with Mic, Hi-Fi Sound with Deep Bass, 12Hrs Playback, Ergonomic & Lightweight Wireless Headset, Soft Cushions Earpads, Aux Port - (Black)",Quality !,5.0,Bought this ptron bass buds ! And honestly experienced the best quality ! I prefer to connect with Bluetooth as its more easy without wire ! I love to listen music with these headphones .they usually have good battery pack too ! I will recommend to buy !
179,"pTron Studio Over Ear Bluetooth 5.0 Wireless Headphones with Mic, Hi-Fi Sound with Deep Bass, 12Hrs Playback, Ergonomic & Lightweight Wireless Headset, Soft Cushions Earpads, Aux Port - (Black)",Not charging at all,2.0,I have purchase brand new product on amazon and delivered on 23/04/2021. After opening the packet started charging it using provided USB cable but charging only for 1 min and got auto disconnected.I tried multiple times with different USB cable but it's not charging at all.Want replacement.
180,"pTron Studio Over Ear Bluetooth 5.0 Wireless Headphones with Mic, Hi-Fi Sound with Deep Bass, 12Hrs Playback, Ergonomic & Lightweight Wireless Headset, Soft Cushions Earpads, Aux Port - (Black)",5 Star excellent Performance,5.0,"5 star performance.Must have this product.Value for money,worth it.100% top quality.I purchase for my daughter  for online school activity."
181,"pTron Studio Over Ear Bluetooth 5.0 Wireless Headphones with Mic, Hi-Fi Sound with Deep Bass, 12Hrs Playback, Ergonomic & Lightweight Wireless Headset, Soft Cushions Earpads, Aux Port - (Black)",Awesome headphones,5.0,"Great sound with noise cancellation. Blutooth connectivity distance for 2 mtr. looks like durable. The battery backup is good avg 4 hrs. Ear coughs could be better, but used for 2 hr continues and working fine for me. The sound is very clear"
182,"pTron Studio Over Ear Bluetooth 5.0 Wireless Headphones with Mic, Hi-Fi Sound with Deep Bass, 12Hrs Playback, Ergonomic & Lightweight Wireless Headset, Soft Cushions Earpads, Aux Port - (Black)",Fine at all,5.0,I would recommend this products to all those buyers. It's just fantastic headphones🎧. I am satisfied at all. I only rated 3 ⭐ for noise cancelling option... As I don't like that much. Other every thing is well...😊
183,"pTron Studio Over Ear Bluetooth 5.0 Wireless Headphones with Mic, Hi-Fi Sound with Deep Bass, 12Hrs Playback, Ergonomic & Lightweight Wireless Headset, Soft Cushions Earpads, Aux Port - (Black)",Amazing sound and bass quality 😍.,5.0,"Been using it for few days now, I am just amazed to see the headphone's sound and bass quality and that too at such an affordable price. It's battery backup is also very good. And it even provides you cushion on the upper side. It also provides you an AUX cable."
184,"pTron Studio Over Ear Bluetooth 5.0 Wireless Headphones with Mic, Hi-Fi Sound with Deep Bass, 12Hrs Playback, Ergonomic & Lightweight Wireless Headset, Soft Cushions Earpads, Aux Port - (Black)",Not good,1.0,"Bad sound quality, not good for music, no hifi working, i dont know whether it is the problem only for this one."
185,"pTron Studio Over Ear Bluetooth 5.0 Wireless Headphones with Mic, Hi-Fi Sound with Deep Bass, 12Hrs Playback, Ergonomic & Lightweight Wireless Headset, Soft Cushions Earpads, Aux Port - (Black)",Great design pure sound,5.0,"This headphones delivers superior sound quality, especially when it comes to capturing bass tones. They are also great at reducing and cancelling out the noise from outside surroundings. Very soft on the ears, run for a long time in less charge of time."
186,"pTron Studio Over Ear Bluetooth 5.0 Wireless Headphones with Mic, Hi-Fi Sound with Deep Bass, 12Hrs Playback, Ergonomic & Lightweight Wireless Headset, Soft Cushions Earpads, Aux Port - (Black)",Enjoyed with great quality sound on my sound and video edit.,5.0,Adjustable which fits to your head and give an immense comfort to your music sensation. Totally in love with the sound quality. Im an video editor and this head phone has given me great support fo my videos and music edits. Thank you for this trust.
187,"pTron Studio Over Ear Bluetooth 5.0 Wireless Headphones with Mic, Hi-Fi Sound with Deep Bass, 12Hrs Playback, Ergonomic & Lightweight Wireless Headset, Soft Cushions Earpads, Aux Port - (Black)",Recommended,5.0,Ptron is love i love this product it's economical and its quality is good for its priceIts base was awesome and sound quality is also good and have various sounds levelBattery backup is good and can easily last for 2-4 days
188,"pTron Studio Over Ear Bluetooth 5.0 Wireless Headphones with Mic, Hi-Fi Sound with Deep Bass, 12Hrs Playback, Ergonomic & Lightweight Wireless Headset, Soft Cushions Earpads, Aux Port - (Black)",Super Duper,5.0,Very nice instrument in a affordable price range with great sound system which make u totally comfort with its quality. Bluetooth connectivity and bettery back up is also good.
189,"pTron Studio Over Ear Bluetooth 5.0 Wireless Headphones with Mic, Hi-Fi Sound with Deep Bass, 12Hrs Playback, Ergonomic & Lightweight Wireless Headset, Soft Cushions Earpads, Aux Port - (Black)",Excellent product ever,5.0,"pTron Studio wireless Headphone having advanced wireless connectivity, 12 hrs. Playback light weighted, soft earpads, stereo sound quality with high bass, built in mic & aux, passive noise cancelling, so over all value for money, it's worth to buy."
190,"pTron Studio Over Ear Bluetooth 5.0 Wireless Headphones with Mic, Hi-Fi Sound with Deep Bass, 12Hrs Playback, Ergonomic & Lightweight Wireless Headset, Soft Cushions Earpads, Aux Port - (Black)","Good sound, Doesn't works well with Xiaomi phone",4.0,"When play PUBG on Xiaomi phone audio cuts off for 15seconds. Sound quality is good, it's not fold able so not easy to carry.I have a linux PC and it get connected in two times but then works good"
191,"pTron Studio Over Ear Bluetooth 5.0 Wireless Headphones with Mic, Hi-Fi Sound with Deep Bass, 12Hrs Playback, Ergonomic & Lightweight Wireless Headset, Soft Cushions Earpads, Aux Port - (Black)",Amazing headphones..,5.0,The headphone has a very classy look. The sound comes very soothig. It is comfortable for ears. The battery lasts longer I have liked this headphones a lot.This are as per my expectations.. Best head phone at best price
192,"pTron Studio Over Ear Bluetooth 5.0 Wireless Headphones with Mic, Hi-Fi Sound with Deep Bass, 12Hrs Playback, Ergonomic & Lightweight Wireless Headset, Soft Cushions Earpads, Aux Port - (Black)",Very nice product,5.0,pTron Bluetooth headset doing best job and If you are a Bass lover the bass is really awesome.This headphone has pretty nice built quality in the category. Ear cups are quite comfortable and sound quality is top notch indeed. Overall you won't regret at this price point after buying this one.
193,"pTron Studio Over Ear Bluetooth 5.0 Wireless Headphones with Mic, Hi-Fi Sound with Deep Bass, 12Hrs Playback, Ergonomic & Lightweight Wireless Headset, Soft Cushions Earpads, Aux Port - (Black)",Keeps disconnecting no value,1.0,After 2 days of use found the head set very frequenty loosing bluetooth connection and stops working.Repenting purchase and more so no refund just exchange on offer.
194,"pTron Studio Over Ear Bluetooth 5.0 Wireless Headphones with Mic, Hi-Fi Sound with Deep Bass, 12Hrs Playback, Ergonomic & Lightweight Wireless Headset, Soft Cushions Earpads, Aux Port - (Black)",Great Sound,5.0,"It’s Ear cups are very soft and has memory foam technology, I used it for almost one week and battery backup of this headphones is awesome , Sound works perfectly at high pitch , an noise cacncellation is awesome 🔥"
